"","Q1...Answer....hs.al.sk....Ukrainaa.on.tuettava.sodassa.ja.jälleenrakennuksessa.kustannuksista.huolimatta.","Q2...Answer....hs....Suomen.on.käytettävä.puolustukseen.rahaa.vähintään.Naton.tavoitteen.verran.","Q3...Answer....hs....Peruskoulussa.pitää.rajoittaa.lailla.oppilaiden.määrää.yhtä.opettajaa.kohden..vaikka.se.tarkoittaisi.säästöjä.muualta..veronkorotuksia.tai.lisää.velkaa.","Q4...Answer....hs.al.sk....Suomeen.on.perustettava.huumeiden.käyttöhuoneita.","Q5...Answer....hs....Valtion.on.annettava.suunniteltua.enemmän.rahaa.sosiaali..ja.terveydenhuoltoon..vaikka.se.tarkoittaisi.säästöjä.muualta..veronkorotuksia.tai.lisää.velkaa.","Q6...Answer....hs.al.sk....Nuorisorikollisuutta.on.pyrittävä.kitkemään.ensisijaisesti.muilla.keinoilla.kuin.rangaistuksia.koventamalla.","Q7...Answer....hs.al.sk....Työttömiä.pitää.saada.nykyistä.enemmän.töihin.heikentämällä.ansiosidonnaista.työttömyysturvaa.","Q8...Answer....hs.al.sk....Suomeen.on.houkuteltava.aktiivisemmin.ulkomaisia.työntekijöitä.","Q9...Answer....hs.al.sk....Valtion.velkaantumista.tulee.hillitä..vaikka.se.merkitsisi.leikkauksia.etuuksiin.tai.palveluihin.","Q10...Answer....hs....Palkkojen.verotusta.pitää.alentaa..vaikka.se.johtaisi.palveluiden.leikkauksiin..muun.verotuksen.kiristämiseen.tai.velan.kasvuun.","Q11...Answer....hs....Valtion.pitää.tukea.enemmän.kansalaisia..jotka.kärsivät.energian.hinnan.noususta..vaikka.se.kiihdyttäisi.inflaatiota.tai.heikentäisi.valtion.taloutta.","Q12...Answer....hs.al.sk....Hakkuita.pitää.vähentää.valtion.metsissä.luontokadon.ja.ilmastonmuutoksen.torjumiseksi.","Q13...Answer....hs.al.sk....Suomen.on.lykättävä.hiilineutraaliustavoitettaan.kauemmaksi.vuodesta.2035.","Q14...Answer....hs....Helsingissä.ja.muissa.suurissa.kaupungeissa.on.otettava.käyttöön.ruuhkamaksu.","Q15...Answer....hs.al.sk....Turkistarhaus.on.kiellettävä.Suomessa.","Q16...Answer....hs.al.sk....Jos.on.pakko.valita..on.parempi.korottaa.veroja.kuin.leikata.julkisia.palveluita.ja.sosiaalietuuksia","Q17...Answer....hs.al.sk....Suuret.tuloerot.ovat.hyväksyttäviä..jotta.erot.ihmisten.lahjakkuudessa.ja.ahkeruudessa.voidaan.palkita.","Q18...Answer....hs....Valtion.pitäisi.puuttua.nykyistä.voimakkaammin.markkinoiden.toimintaan..jotta.talous.olisi.kaikille.reilu..","Q19...Answer....hs.al.sk....Suomessa.on.liian.helppo.elää.sosiaaliturvan.varassa.","Q20...Answer....hs.al.sk....Valtion.ja.kuntien.omistusta.yritystoiminnassa.tulisi.vähentää.","Q21...Answer....hs.al.sk....Suomen.muuttuminen.aiempaa.monikulttuurisemmaksi.ja.monimuotoisemmaksi.on.hyvä.asia.","Q22...Answer....hs.al.sk....Kristilliset.arvot.ovat.hyvä.pohja.poliittiselle.päätöksenteolle.","Q23...Answer....hs....Sukupuolen.moninaisuus.pitäisi.ottaa.huomioon.Suomessa.nykyistä.paremmin.","Q24...Answer....hs.al.sk....Selkeitä.rajoja.ja.kuria.tarvitaan.nykyistä.enemmän.lasten.kasvattamisessa.","Q25...Answer....hs.al.sk....Suomen.pitäisi.vähentää.omia.päästöjään.riippumatta.siitä..mitä.muut.maat.tekevät.","Q26...Answer....hs.al.sk....Poliitikkojen.on.asetettava.Suomen.ja.suomalaisten.etu.kaiken.muun.edelle.","Q27...Answer....hs.al.sk....Ympäristön.etu.tulisi.asettaa.talouskasvun.ja.työpaikkojen.luomisen.edelle..jos.ne.ovat.keskenään.ristiriidassa.","Q28...Answer....hs....Maamme.kaipaa.vahvoja.johtajia..jotka.pystyvät.tekemään.vaikeitakin.päätöksiä.välittämättä.liikaa.muiden.mielipiteistä.","Q29...Answer....hs....Koko.Suomi.tulee.pitää.asutettuna..vaikka.siitä.koituisi.kustannuksia.","Q30...Answer....hs.al.sk....Suomen.kaupungistuminen.on.hyvä.asia."
"908",4,4,5,5,5,5,2,2,4,5,4,3,3,2,3,4,1,3,5,2,2,4,3,5,4,4,1,5,5,2
"909",5,5,4,1,4,2,2,2,4,4,4,1,5,1,2,2,4,2,4,4,1,4,1,4,2,5,2,4,4,2
"910",5,4,3,4,4,4,2,2,5,4,2,2,4,1,2,4,1,1,5,3,4,3,4,5,5,5,3,4,5,1
"911",4,4,4,5,4,5,1,4,4,2,2,5,1,4,5,4,1,4,2,2,5,3,4,4,5,2,4,4,2,4
"912",5,4,4,5,4,5,4,5,2,2,4,5,1,5,5,4,2,4,1,3,4,1,5,2,5,2,5,1,2,5
"913",4,5,2,5,2,4,2,5,5,5,2,4,2,4,5,1,5,1,2,5,5,1,4,3,4,5,4,4,2,5
"914",3,4,5,1,5,4,2,2,4,4,4,2,5,4,2,4,4,3,4,2,2,5,2,5,1,5,1,5,5,4
"915",4,4,5,4,5,4,1,4,2,2,4,5,2,4,5,4,1,4,2,2,4,3,4,4,4,2,4,1,4,2
"916",4,5,4,4,5,4,3,3,4,4,3,4,2,2,4,2,3,4,5,3,3,3,3,5,4,4,2,4,5,4
"917",5,5,2,4,4,4,5,5,5,4,2,4,1,1,3,1,4,1,4,4,5,2,5,2,4,4,4,2,2,4
"918",4,4,2,2,4,4,4,3,4,3,3,2,4,2,2,2,4,2,3,2,2,4,2,3,2,2,2,2,4,3
"919",5,2,5,5,5,5,1,4,1,2,4,5,1,5,5,5,1,4,1,2,5,1,5,1,5,1,5,2,2,4
"920",5,5,5,5,5,4,5,5,5,2,1,2,1,5,5,4,1,1,4,2,5,3,5,2,5,4,4,2,5,2
"921",5,5,5,3,5,5,1,4,1,3,3,5,1,5,5,5,1,5,1,3,5,2,5,4,5,2,5,1,5,2
"922",1,5,1,1,5,1,1,1,5,1,1,5,1,5,1,5,5,5,5,1,1,1,1,5,5,5,5,5,5,1
"923",5,5,5,3,4,4,1,4,4,2,4,5,2,2,3,5,2,4,3,3,5,3,3,5,4,2,2,4,4,2
"924",3,5,4,1,5,3,1,1,3,4,5,1,5,1,3,2,4,2,4,2,1,4,1,5,1,5,2,4,4,3
"925",2,1,5,5,5,5,1,4,1,1,4,5,1,4,5,1,1,5,1,1,5,1,5,2,5,1,5,1,4,2
"926",4,4,5,5,5,4,1,4,1,4,5,5,1,5,5,5,1,5,1,5,5,1,5,4,5,4,5,1,4,4
"927",5,4,4,5,4,5,2,4,2,2,4,4,1,4,4,5,3,4,1,2,5,5,5,2,5,2,5,1,4,3
"928",4,4,4,4,4,5,1,5,3,2,3,5,1,3,5,4,4,2,1,1,4,1,5,4,4,3,4,2,4,4
"929",5,5,5,1,4,4,4,4,5,1,3,1,3,1,2,4,2,2,2,3,3,5,1,4,4,4,3,4,4,3
"930",4,3,5,4,4,5,3,5,3,3,3,5,1,4,5,4,2,4,2,2,5,1,5,1,5,3,5,3,4,3
"931",5,5,4,4,3,3,3,4,4,4,4,3,2,2,3,3,4,3,3,3,3,4,3,4,4,4,3,3,5,3
"932",5,4,5,3,4,4,4,5,5,5,5,1,3,1,1,1,4,1,5,3,4,3,3,4,2,5,3,4,5,3
"933",4,3,4,1,4,4,4,4,4,3,2,1,5,3,3,3,4,4,5,1,3,4,2,4,1,4,1,5,5,1
"934",3,4,3,2,4,4,2,4,2,2,4,2,5,1,2,4,4,2,4,1,1,5,2,5,2,5,4,4,4,2
"935",5,4,5,4,5,4,1,4,3,2,4,5,1,2,4,4,1,5,2,2,4,1,4,4,5,3,3,2,3,3
"936",4,3,5,5,4,4,2,5,4,2,2,5,1,4,5,4,1,3,2,3,5,3,5,4,5,3,4,4,2,4
"937",1,5,1,1,5,1,1,1,5,1,1,5,3,1,5,5,5,5,5,1,1,3,1,5,5,5,5,5,5,1
"938",2,4,2,1,4,2,1,2,2,4,4,1,5,3,5,2,4,4,2,2,2,4,2,4,1,5,4,2,5,2
"939",5,5,4,4,5,4,1,5,1,1,5,2,4,2,2,5,4,4,2,2,4,3,3,4,4,4,4,5,4,4
"940",5,5,3,5,2,4,4,5,5,4,1,3,2,3,5,2,4,4,5,3,4,4,3,3,2,4,3,4,4,2
"941",5,5,2,4,4,2,4,5,5,5,1,5,2,2,3,1,5,1,4,5,3,2,5,5,5,5,2,2,3,3
"942",4,4,5,4,5,5,1,4,1,1,5,5,1,3,5,5,1,5,1,1,5,2,5,2,5,2,4,1,4,4
"943",4,4,4,5,5,5,2,5,2,4,4,5,1,4,5,4,4,4,2,2,4,1,5,4,5,3,4,4,4,3
"944",5,5,4,1,5,4,4,4,5,3,4,1,4,1,1,2,2,4,5,2,2,5,1,5,4,4,2,4,5,2
"945",4,4,2,4,4,2,4,5,4,4,4,4,1,2,4,2,4,2,4,4,4,4,4,4,4,3,3,2,2,4
"946",5,5,4,2,5,2,3,1,5,4,4,1,5,1,4,1,4,4,5,2,1,5,2,5,1,5,2,5,5,2
"947",5,4,5,5,5,5,3,5,1,1,5,5,1,4,5,5,1,5,1,4,5,1,5,1,5,2,5,1,5,4
"948",5,4,4,2,4,4,4,4,4,4,4,2,4,2,4,2,4,2,4,4,2,5,1,4,2,5,3,4,4,4
"949",5,4,4,5,5,5,1,5,1,2,4,5,1,5,5,5,1,4,1,1,5,2,5,3,5,1,5,1,4,4
"950",5,5,2,5,2,4,5,5,5,5,2,1,4,3,2,1,4,2,5,5,5,2,5,4,4,4,2,5,5,1
"951",1,1,5,4,5,1,2,2,5,4,1,1,5,1,4,4,5,2,5,2,1,4,1,4,3,5,2,5,3,3
"952",5,5,5,1,5,5,4,5,5,4,4,2,2,1,1,4,1,2,1,4,5,5,4,4,2,4,2,5,5,1
"953",4,5,2,1,4,2,4,2,5,4,4,2,5,1,2,1,4,2,4,4,1,4,2,5,2,5,2,5,4,4
"954",4,5,4,1,5,2,4,4,4,4,4,4,5,1,1,2,3,2,4,4,2,5,1,5,2,5,3,4,4,2
"955",4,4,4,1,3,3,3,3,4,3,2,2,5,4,2,2,4,4,4,2,2,4,2,4,5,5,2,5,5,2
"956",4,5,4,2,2,4,4,5,5,4,4,2,2,1,4,2,4,2,4,5,3,4,2,4,4,4,4,5,4,4
"957",4,5,5,2,4,2,2,2,4,2,5,2,5,4,2,2,3,4,3,2,2,4,1,5,1,5,2,2,4,1
"958",4,5,1,2,4,2,2,2,4,2,4,1,5,1,3,3,3,2,4,2,1,5,1,4,2,5,1,4,4,2
"959",4,5,4,4,4,4,2,4,4,2,4,4,2,3,5,3,1,4,3,1,4,4,4,4,4,4,3,2,4,4
"960",5,5,5,5,5,4,3,5,3,2,4,5,1,5,5,5,2,2,2,2,5,1,5,3,5,3,5,3,4,3
"961",5,1,5,5,5,5,1,5,1,1,4,5,1,4,5,5,1,5,1,2,5,1,5,1,5,1,5,2,2,5
"962",2,1,4,4,4,4,2,2,3,4,5,5,3,1,3,2,3,4,1,2,2,4,3,4,3,5,2,5,4,3
"963",5,4,4,5,2,4,5,5,5,5,1,4,1,3,4,1,5,1,2,5,3,4,3,4,5,4,3,2,1,5
"964",4,4,4,4,4,5,3,4,4,2,3,4,2,2,4,2,2,3,2,NA,4,3,4,3,4,3,3,4,3,3
"965",3,5,4,1,4,2,5,2,5,2,2,1,4,2,2,1,4,4,4,1,2,4,2,4,2,4,3,4,5,2
"966",4,5,4,5,5,5,1,4,4,2,2,3,1,1,4,3,4,4,2,2,5,3,5,2,5,4,3,5,5,3
"967",4,4,4,2,4,4,4,4,5,4,4,2,4,2,2,2,2,2,4,4,4,5,1,4,4,4,4,4,4,2
"968",4,5,4,2,4,2,4,3,4,4,4,1,4,1,3,2,4,2,4,4,2,5,1,4,2,5,2,4,3,2
"969",4,4,4,2,5,5,1,5,2,2,2,5,1,2,5,5,1,5,1,2,5,1,5,2,5,4,4,1,4,5
"970",5,5,5,4,4,5,1,4,3,3,5,1,3,3,3,3,2,4,2,3,4,3,5,5,3,5,5,2,5,4
"971",5,5,4,2,2,4,4,4,4,4,4,2,5,2,5,2,4,2,4,3,2,4,2,4,2,5,2,5,5,3
"972",1,1,5,1,4,5,1,1,4,5,5,4,5,1,5,2,1,2,2,2,1,5,1,5,1,5,2,5,5,1
"973",5,2,5,5,5,5,1,4,1,1,4,5,1,3,5,5,2,4,1,1,5,1,5,2,4,4,4,4,4,4
"974",2,2,4,2,4,4,2,2,2,4,3,3,5,1,4,2,2,4,4,3,2,5,1,4,1,5,1,5,5,1
"975",2,1,5,1,5,4,2,4,4,2,4,1,5,2,2,4,5,4,4,2,2,4,2,4,2,5,2,5,5,2
"976",5,5,5,5,5,5,2,5,3,2,2,5,1,4,5,4,2,1,1,4,5,1,5,1,5,1,5,1,2,5
"977",1,5,1,1,5,1,1,1,5,1,1,5,1,5,5,5,5,5,5,1,1,5,1,5,5,5,5,5,5,1
"978",4,3,4,5,5,4,3,2,1,3,3,4,2,2,4,5,1,3,1,2,4,1,5,4,5,3,4,3,4,4
"979",3,1,5,5,5,4,1,3,2,2,3,5,1,4,5,5,1,5,1,1,4,3,4,3,5,3,5,3,5,3
"980",5,5,5,2,2,5,5,5,5,4,3,2,1,1,5,2,4,2,5,4,4,4,4,4,5,4,3,NA,5,2
"981",5,4,4,5,4,4,2,4,2,1,2,5,1,3,5,4,2,3,2,2,4,2,5,2,5,2,5,1,2,3
"982",2,1,5,3,5,5,1,1,1,2,5,5,1,1,5,5,1,5,1,1,4,1,5,2,4,4,4,1,5,2
"983",4,5,4,4,5,5,4,5,5,2,4,2,4,2,5,2,4,2,4,4,4,4,1,5,4,4,1,5,5,2
"984",3,2,4,3,4,5,2,3,3,2,2,4,3,4,4,5,2,3,4,2,4,5,2,5,5,3,3,4,4,2
"985",3,1,4,2,3,3,2,2,4,4,3,1,5,2,2,3,4,2,2,2,1,4,1,4,2,5,3,5,5,2
"986",2,5,2,2,4,2,5,5,5,2,2,4,4,1,5,1,5,1,4,5,4,1,2,2,5,5,4,5,1,2
"987",4,3,5,5,4,4,1,5,2,4,4,5,2,5,5,4,1,4,1,1,5,1,5,4,4,2,4,2,4,4
"988",5,5,1,1,1,1,1,1,5,5,5,1,5,1,1,1,5,1,5,5,1,5,1,5,1,5,1,5,5,1
"989",3,2,4,3,3,4,2,2,3,4,4,3,4,1,4,2,4,2,4,2,3,3,2,4,2,5,3,5,4,3
"990",4,3,4,1,4,3,2,4,4,2,2,2,4,2,1,2,4,4,3,3,2,4,2,4,4,4,3,4,4,2
"991",1,5,3,3,4,3,3,1,4,2,2,3,5,3,1,3,5,1,4,3,3,5,1,5,1,5,4,5,4,1
"992",5,4,2,4,2,4,4,4,5,5,2,2,2,2,5,1,5,1,4,4,4,4,4,2,4,4,2,1,1,5
"993",4,4,5,1,5,4,1,3,5,4,5,3,5,4,1,3,1,5,2,4,3,2,3,5,3,5,5,4,5,2
"994",4,5,2,4,2,4,4,4,5,4,1,2,4,2,3,1,4,1,2,2,2,4,2,4,2,4,2,4,2,3
"995",4,3,2,2,3,2,3,3,4,2,2,1,2,NA,2,2,4,4,3,3,2,4,3,4,4,4,2,4,4,2
"996",5,3,5,5,5,5,1,4,1,2,5,5,1,5,5,5,1,5,1,1,5,1,5,1,5,1,5,1,4,4
"997",5,5,5,4,3,4,4,5,4,1,4,2,4,2,2,4,4,2,4,2,4,3,4,4,4,5,3,4,5,1
"998",5,5,2,2,2,4,5,5,5,5,3,3,1,3,3,1,5,2,5,4,5,4,5,4,5,4,3,4,2,3
"999",5,2,4,5,5,5,1,4,2,2,4,5,1,2,5,5,1,4,1,1,4,2,5,2,5,2,5,2,4,3
"1000",1,4,4,1,5,2,1,1,4,1,3,1,5,1,1,4,2,5,2,1,1,4,1,5,1,5,3,5,4,2
"1001",5,5,4,3,5,4,2,5,4,5,5,4,5,1,3,5,5,1,5,5,4,4,3,4,4,5,4,4,5,4
"1002",5,4,5,5,5,4,1,5,1,1,4,5,1,4,5,5,2,5,1,2,5,1,5,2,5,2,5,1,2,4
"1003",4,5,4,2,4,4,3,4,4,4,4,2,2,1,3,1,4,2,4,4,4,4,3,4,3,4,3,4,3,4
"1004",2,1,5,5,5,3,1,3,2,1,4,3,1,3,5,5,1,3,1,2,3,2,5,2,4,2,4,3,2,3
"1005",1,3,4,4,4,4,2,2,3,5,5,2,5,1,2,3,5,1,4,2,2,4,1,4,2,5,4,5,3,2
"1006",4,5,4,5,5,5,1,5,2,2,2,4,1,4,4,4,2,2,2,2,5,4,4,4,5,4,5,2,4,2
"1007",5,4,5,5,5,5,2,4,4,2,4,4,2,4,3,4,1,4,2,1,4,4,3,2,4,5,4,3,5,3
"1008",5,5,1,2,2,1,5,5,5,5,2,1,4,2,1,1,5,1,5,5,3,2,2,4,4,4,2,1,5,2
"1009",4,4,4,4,4,5,3,5,3,3,3,5,1,5,5,4,2,4,2,2,4,2,5,3,5,2,5,3,3,3
"1010",5,4,4,4,5,4,1,4,2,1,3,4,2,2,2,4,2,2,1,1,5,5,5,3,5,5,2,1,4,3
"1011",1,1,4,1,1,4,2,2,5,3,5,4,4,2,2,2,4,4,2,3,3,5,2,4,3,4,4,4,4,3
"1012",5,5,4,5,5,5,4,5,2,1,4,5,1,5,5,4,1,2,2,4,4,2,5,2,5,5,5,2,5,2
"1013",5,4,2,3,4,4,1,3,5,5,4,2,5,3,3,2,3,2,4,1,5,1,3,5,2,4,1,5,5,1
"1014",3,4,4,2,4,5,4,3,3,3,3,2,5,1,3,3,3,4,3,1,3,3,3,5,1,5,3,4,2,3
"1015",4,5,2,2,2,4,4,5,5,1,4,2,1,5,5,2,4,2,4,4,5,5,4,4,5,2,4,4,5,2
"1016",5,5,4,2,4,3,2,4,5,2,2,3,4,2,2,3,3,2,3,5,4,2,1,4,4,4,2,5,2,3
"1017",5,5,5,5,5,5,1,5,1,4,5,5,1,2,5,5,1,4,1,2,5,1,5,2,5,2,5,1,2,4
"1018",5,4,4,4,4,5,1,5,1,1,4,5,1,4,5,5,1,5,1,1,4,2,5,2,5,3,5,1,4,3
"1019",4,4,4,2,4,2,4,4,4,4,2,3,2,4,2,2,4,2,3,4,4,2,3,4,4,4,2,5,5,4
"1020",5,5,2,4,4,4,4,3,4,5,1,4,1,4,4,3,2,5,2,3,4,1,5,4,5,2,5,1,4,5
"1021",5,4,5,5,5,5,1,5,2,2,4,5,1,4,5,5,2,4,1,2,5,1,5,1,5,1,5,1,2,4
"1022",4,5,5,5,5,5,1,5,2,4,4,5,1,5,5,4,3,4,1,2,5,2,5,2,5,2,4,2,2,4
"1023",5,5,4,5,5,4,3,2,3,2,2,5,2,3,4,4,3,2,3,3,3,2,4,4,2,4,3,2,4,3
"1024",5,5,5,4,5,4,1,5,1,1,5,2,1,4,2,5,2,2,2,2,5,3,5,2,5,5,1,4,5,4
"1025",5,5,2,3,4,4,4,5,5,4,4,5,2,2,4,2,4,1,4,4,4,4,3,4,4,2,4,4,1,4
"1026",5,5,4,2,2,3,4,5,4,5,2,2,2,2,2,2,4,1,4,4,4,3,3,5,5,5,3,5,5,3
"1027",5,4,5,5,4,5,2,5,1,4,4,5,1,5,5,5,2,4,1,4,5,1,5,2,5,2,5,1,2,5
"1028",5,4,2,5,5,5,2,5,2,4,4,5,1,4,5,5,1,4,1,4,5,4,5,3,5,2,5,2,2,4
"1029",2,5,5,1,2,1,1,1,5,5,1,1,5,1,1,2,2,5,5,1,1,5,1,5,5,5,1,1,5,2
"1030",5,5,4,4,2,4,1,5,4,4,4,4,2,5,4,4,2,1,4,2,5,4,5,5,2,4,2,5,5,2
"1031",5,4,5,4,5,5,1,5,2,2,4,4,1,2,5,5,1,4,1,2,5,2,5,4,5,4,4,4,2,4
"1032",4,5,4,1,4,2,4,2,5,4,4,1,5,1,4,1,5,1,5,2,1,4,1,5,1,5,2,5,5,1
"1033",5,5,4,5,5,5,5,5,4,4,5,1,5,1,1,1,4,1,4,4,2,4,4,5,4,5,5,5,5,3
"1034",5,2,5,4,4,4,4,5,4,4,2,5,1,2,5,2,2,2,2,4,5,2,5,2,5,4,5,2,2,4
"1035",5,4,4,4,4,4,4,5,4,4,2,4,1,4,5,2,4,2,4,5,5,1,5,2,4,4,4,4,4,2
"1036",1,1,1,1,3,5,5,1,4,1,1,1,5,3,5,3,4,4,5,2,1,5,1,5,3,5,3,5,2,2
"1037",4,5,5,2,3,4,2,2,3,3,2,2,2,4,2,2,5,3,4,1,4,2,1,3,5,4,2,5,4,2
"1038",4,4,4,2,4,4,4,4,4,2,4,2,4,2,4,2,4,4,4,3,4,5,3,4,4,4,2,4,4,4
"1039",5,5,2,2,4,4,4,4,5,4,2,2,4,1,2,2,2,2,4,4,4,5,1,4,4,5,4,2,4,2
"1040",2,1,4,4,5,5,1,2,4,5,5,2,4,1,1,5,1,5,2,1,3,1,4,5,3,5,2,1,5,1
"1041",5,5,2,4,3,4,3,5,5,4,2,2,3,4,3,2,3,5,3,4,4,3,2,5,3,4,3,4,5,3
"1042",4,4,4,2,5,5,2,4,4,4,5,4,5,2,2,4,1,4,2,4,4,5,4,4,1,4,1,2,5,2
"1043",4,5,5,1,4,5,4,5,4,2,5,2,4,2,1,5,5,5,4,4,3,5,1,5,3,5,4,5,5,3
"1044",3,5,2,1,2,5,4,4,5,4,5,2,5,3,2,1,4,2,4,4,2,5,1,4,1,5,2,4,5,2
"1045",1,3,5,5,4,5,2,1,5,5,1,1,5,1,3,3,5,5,5,3,1,5,1,5,1,5,4,3,5,1
"1046",4,5,4,1,4,4,2,2,4,4,3,2,5,1,3,2,4,2,4,4,1,4,2,4,1,5,2,4,4,3
"1047",2,1,2,2,4,3,4,1,4,5,5,2,5,1,4,1,5,2,4,2,1,3,2,3,1,5,3,5,5,2
"1048",5,4,4,2,4,5,5,5,5,4,4,5,5,1,5,2,4,5,5,4,2,3,4,4,2,4,3,4,5,2
"1049",4,5,4,1,4,1,1,1,5,4,5,1,5,1,2,1,5,2,5,3,1,4,1,4,1,5,2,4,4,3
"1050",5,4,5,5,5,5,3,5,4,2,3,5,1,4,5,4,3,4,2,4,5,3,5,3,5,2,5,3,4,3
"1051",4,4,4,3,4,4,3,4,4,3,3,4,4,2,3,3,3,3,2,3,3,5,2,4,2,4,3,4,4,2
"1052",5,3,4,2,4,5,2,3,5,4,4,1,5,1,1,1,4,3,5,2,4,5,1,5,4,5,4,5,5,2
"1053",2,2,2,4,4,5,1,2,3,3,4,3,3,3,3,3,1,5,5,2,3,2,3,3,1,5,3,5,4,2
"1054",4,4,5,1,2,4,4,2,4,4,4,2,5,2,4,2,4,4,5,2,4,4,2,5,2,5,2,5,5,4
"1055",5,5,1,4,5,4,5,5,5,5,1,2,1,1,1,1,5,1,5,4,5,3,5,5,5,4,4,5,4,5
"1056",4,5,4,1,4,1,5,4,5,4,4,1,5,1,4,1,4,1,5,2,1,4,1,5,1,5,1,5,2,4
"1057",1,1,2,4,4,2,1,1,4,4,4,4,5,2,4,2,2,2,4,1,1,4,1,5,2,5,5,1,5,1
"1058",4,5,4,NA,1,4,5,5,5,5,2,2,1,1,4,1,4,2,4,5,4,NA,NA,4,5,4,4,4,2,4
"1059",2,1,5,4,4,4,2,2,4,5,4,4,4,2,5,4,4,2,2,4,2,3,3,4,2,5,4,4,4,2
"1060",5,4,4,5,5,5,1,5,2,2,2,5,1,5,5,5,1,4,1,2,5,1,5,1,5,2,5,1,2,5
"1061",4,5,4,1,2,4,4,5,5,2,2,1,2,1,2,2,4,2,4,3,3,5,2,3,4,4,3,4,5,3
"1062",1,2,2,4,5,4,2,1,5,3,3,2,5,1,2,2,5,4,5,1,1,5,1,5,1,5,5,5,4,2
"1063",4,5,2,2,2,5,4,5,5,4,4,3,2,2,3,2,4,2,5,4,4,3,3,5,4,5,4,5,5,4
"1064",5,5,2,2,4,5,5,4,5,2,1,1,5,3,2,1,4,1,4,5,3,5,NA,4,2,4,2,5,5,2
"1065",5,5,2,4,2,5,2,5,4,1,2,4,2,3,2,2,3,3,1,4,5,2,4,2,4,3,3,3,2,3
"1066",5,5,5,5,5,5,2,5,2,3,4,5,1,4,5,5,1,5,1,1,5,1,5,2,5,2,5,2,2,4
"1067",5,5,5,3,2,5,3,5,4,1,1,5,1,3,5,3,5,1,2,2,5,3,5,4,5,2,3,4,1,5
"1068",4,4,5,1,4,4,1,5,4,4,2,1,5,3,3,3,5,2,4,3,2,5,2,4,1,5,2,4,4,4
"1069",5,2,4,4,4,4,1,5,2,1,4,5,1,4,5,5,1,4,1,2,5,3,5,2,5,1,4,1,4,3
"1070",4,4,3,4,5,3,4,5,4,4,3,3,1,4,3,4,3,2,3,5,4,1,4,4,5,2,4,5,4,5
"1071",1,5,1,1,5,1,1,1,5,1,1,5,1,5,5,5,5,5,5,1,1,4,1,5,5,5,5,5,5,1
"1072",1,1,3,4,3,4,3,5,5,5,1,1,5,3,4,1,4,4,3,2,2,3,1,5,1,5,3,5,3,2
"1073",4,4,5,5,5,5,1,4,1,2,5,5,1,4,5,5,1,4,1,1,5,1,5,3,5,1,5,1,4,4
"1074",5,5,5,2,5,4,4,4,5,5,3,2,2,1,4,2,5,1,4,5,1,5,1,5,5,5,1,5,5,5
"1075",5,5,2,2,4,4,4,4,5,4,4,2,2,1,2,2,4,1,4,2,3,4,4,4,4,4,2,4,4,4
"1076",1,2,4,1,4,1,1,1,5,5,3,1,5,1,1,3,5,3,2,1,2,4,1,4,1,5,3,5,5,1
"1077",5,5,2,5,4,5,2,5,5,2,2,5,1,2,5,4,4,2,1,2,4,2,5,2,5,1,5,2,1,4
"1078",3,4,4,3,4,4,3,2,4,4,4,3,5,2,2,2,3,4,3,4,1,3,3,4,3,5,3,4,4,2
"1079",4,4,4,5,4,5,3,5,4,4,2,5,1,4,5,4,2,2,2,2,4,1,5,2,5,2,4,2,2,3
"1080",5,5,5,3,5,4,2,4,4,4,4,5,1,3,5,4,1,4,3,2,4,2,5,2,5,4,4,2,4,4
"1081",5,5,3,1,4,4,5,5,5,4,4,4,1,1,4,1,4,1,4,5,4,4,4,4,5,5,4,4,2,5
"1082",5,5,2,3,4,4,4,5,5,5,2,4,2,1,4,1,4,2,4,4,4,5,3,4,4,5,3,5,4,4
"1083",5,5,4,4,4,4,4,5,5,2,3,4,4,2,5,2,4,2,4,5,4,2,3,4,4,4,4,1,2,4
"1084",5,4,5,5,5,5,1,5,2,1,5,5,1,5,5,5,1,5,1,1,5,2,5,2,5,3,5,1,5,1
"1085",1,5,1,1,5,1,1,1,5,1,1,5,1,5,5,5,5,5,5,1,1,4,1,5,5,5,5,5,5,1
"1086",5,5,4,2,2,4,4,4,5,4,3,2,2,1,2,1,4,2,4,4,3,4,3,4,4,4,3,4,2,4
"1087",5,4,5,5,5,4,1,4,1,1,4,5,1,4,5,5,1,4,1,2,4,1,5,2,5,2,5,1,4,4
"1088",5,5,2,4,2,4,4,5,5,4,2,3,1,1,3,1,5,2,4,4,4,2,3,3,5,5,3,2,2,5
"1089",5,5,4,1,1,1,5,5,5,4,2,2,4,1,5,2,4,2,4,4,4,1,2,4,1,5,2,4,2,4
"1090",4,4,4,3,4,2,4,1,4,4,2,1,5,2,2,2,4,2,5,4,1,4,2,5,1,5,1,4,4,3
"1091",4,4,4,4,3,5,2,5,4,3,1,5,2,2,5,3,4,2,2,4,5,4,3,2,4,2,4,5,1,4
"1092",5,3,5,4,4,5,2,4,2,2,4,4,1,3,5,5,2,4,2,1,4,2,4,2,5,2,5,1,5,3
"1093",5,5,4,4,4,4,3,4,3,2,3,5,1,5,5,4,3,4,2,2,5,2,5,3,5,4,5,2,3,3
"1094",4,4,5,4,4,5,4,5,5,1,2,2,2,4,4,2,4,2,4,2,5,3,4,4,5,2,3,4,5,1
